client_name,supplier_name,proposal_status,award_status,create_date,project_id,project_name,servicestandard,project_location,project_status,seniority_standard,seniority_level,rate,currency,analysis_days,concept_days,implementation_days,audit_days,total_days,rate_total,proposal_total,supp_perc,supp_total,man_days
ABB Management Services Ltd.,10EQS,0,submitted,2019-05-20,865,7279_RfQ Competitor Analysis,Growth & New Business Models,Switzerland,completed,Manager,4,3000.0,CHF,3.0,,,,3.0,9000.0,89000.0,0.0,0.0,46.0
ABB Management Services Ltd.,10EQS,0,submitted,2019-05-20,865,7279_RfQ Competitor Analysis,Growth & New Business Models,Switzerland,completed,Manager,4,3000.0,CHF,3.0,,,,3.0,9000.0,89000.0,0.0,0.0,46.0
ABB Management Services Ltd.,10EQS,0,submitted,2019-05-20,865,7279_RfQ Competitor Analysis,Growth & New Business Models,Switzerland,completed,Director,5,4000.0,CHF,2.0,,,,2.0,8000.0,89000.0,0.0,0.0,46.0
ABB Management Services Ltd.,10EQS,0,submitted,2019-05-20,865,7279_RfQ Competitor Analysis,Growth & New Business Models,Switzerland,completed,Consultant,2,1000.0,CHF,20.0,,,,20.0,20000.0,89000.0,0.0,0.0,46.0
ABB Management Services Ltd.,10EQS,0,submitted,2019-05-20,865,7279_RfQ Competitor Analysis,Growth & New Business Models,Switzerland,completed,Senior Consultant,3,1500.0,CHF,10.0,,,,10.0,15000.0,89000.0,0.0,0.0,46.0
ABB Management Services Ltd.,10EQS,0,submitted,2019-05-20,865,7279_RfQ Competitor Analysis,Growth & New Business Models,Switzerland,completed,Manager,4,3500.0,CHF,8.0,,,,8.0,28000.0,89000.0,0.0,0.0,46.0
ABB Management Services Ltd.,10EQS,1,awarded,2019-05-20,865,7279_RfQ Competitor Analysis,Growth & New Business Models,Switzerland,completed,Manager,4,3000.0,CHF,2.0,,,,2.0,6000.0,78500.0,0.0,0.0,41.0
ABB Management Services Ltd.,10EQS,1,awarded,2019-05-20,865,7279_RfQ Competitor Analysis,Growth & New Business Models,Switzerland,completed,Manager,4,3000.0,CHF,3.0,,,,3.0,9000.0,78500.0,0.0,0.0,41.0
ABB Management Services Ltd.,10EQS,1,awarded,2019-05-20,865,7279_RfQ Competitor Analysis,Growth & New Business Models,Switzerland,completed,Director,5,4000.0,CHF,2.0,,,,2.0,8000.0,78500.0,0.0,0.0,41.0
ABB Management Services Ltd.,10EQS,1,awarded,2019-05-20,865,7279_RfQ Competitor Analysis,Growth & New Business Models,Switzerland,completed,Consultant,2,1000.0,CHF,20.0,,,,20.0,20000.0,78500.0,0.0,0.0,41.0
ABB Management Services Ltd.,10EQS,1,awarded,2019-05-20,865,7279_RfQ Competitor Analysis,Growth & New Business Models,Switzerland,completed,Senior Consultant,3,1250.0,CHF,6.0,,,,6.0,7500.0,78500.0,0.0,0.0,41.0
ABB Management Services Ltd.,10EQS,1,awarded,2019-05-20,865,7279_RfQ Competitor Analysis,Growth & New Business Models,Switzerland,completed,Manager,4,3500.0,CHF,8.0,,,,8.0,28000.0,78500.0,0.0,0.0,41.0
ABB Management Holding Ltd,IBM Switzerland,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,2800.0,CHF,20.0,50.0,35.0,,105.0,294000.0,1908650.0,0.0,0.0,787.0
ABB Management Holding Ltd,IBM Switzerland,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Senior Consultant,3,2400.0,CHF,20.0,70.0,20.0,,110.0,264000.0,1908650.0,0.0,0.0,787.0
ABB Management Holding Ltd,IBM Switzerland,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Senior Consultant,3,2400.0,CHF,20.0,70.0,15.0,,105.0,252000.0,1908650.0,0.0,0.0,787.0
ABB Management Holding Ltd,IBM Switzerland,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,2800.0,CHF,20.0,70.0,20.0,,110.0,308000.0,1908650.0,0.0,0.0,787.0
ABB Management Holding Ltd,IBM Switzerland,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Consultant,2,2050.0,CHF,20.0,70.0,15.0,,105.0,215250.0,1908650.0,0.0,0.0,787.0
ABB Management Holding Ltd,IBM Switzerland,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Consultant,2,2050.0,CHF,20.0,50.0,35.0,,105.0,215250.0,1908650.0,0.0,0.0,787.0
ABB Management Holding Ltd,IBM Switzerland,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Partner,6,4200.0,CHF,10.0,10.0,22.0,,42.0,176400.0,1908650.0,0.0,0.0,787.0
ABB Management Holding Ltd,IBM Switzerland,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Analyst,1,1750.0,CHF,20.0,70.0,15.0,,105.0,183750.0,1908650.0,0.0,0.0,787.0
ABB Management Holding Ltd,Elixirr Consulting Ltd,0,submitted,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Partner,6,2704.17,CHF,15.0,,,,15.0,40562.55,574636.5,0.0,0.0,330.0
ABB Management Holding Ltd,Elixirr Consulting Ltd,0,submitted,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Analyst,1,1287.7,CHF,30.0,,,,30.0,38631.0,574636.5,0.0,0.0,330.0
ABB Management Holding Ltd,Elixirr Consulting Ltd,0,submitted,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Senior Consultant,3,1674.01,CHF,75.0,,,,75.0,125550.75,574636.5,0.0,0.0,330.0
ABB Management Holding Ltd,Elixirr Consulting Ltd,0,submitted,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Analyst,1,1287.7,CHF,75.0,,,,75.0,96577.5,574636.5,0.0,0.0,330.0
ABB Management Holding Ltd,Elixirr Consulting Ltd,0,submitted,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Manager,4,1995.94,CHF,75.0,,,,75.0,149695.5,574636.5,0.0,0.0,330.0
ABB Management Holding Ltd,Elixirr Consulting Ltd,0,submitted,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Senior Consultant,3,1674.01,CHF,30.0,,,,30.0,50220.3,574636.5,0.0,0.0,330.0
ABB Management Holding Ltd,Elixirr Consulting Ltd,0,submitted,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Director,5,2446.63,CHF,30.0,,,,30.0,73398.90000000001,574636.5,0.0,0.0,330.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Manager,4,1500.0,CHF,10.0,30.0,45.0,15.0,100.0,150000.0,665730.0,0.0,0.0,590.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Senior Consultant,3,1474.0,CHF,10.0,30.0,45.0,15.0,100.0,147400.0,665730.0,0.0,0.0,590.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Senior Consultant,3,1474.0,CHF,10.0,30.0,45.0,15.0,100.0,147400.0,665730.0,0.0,0.0,590.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Senior Consultant,3,387.0,CHF,,30.0,45.0,15.0,90.0,34830.0,665730.0,0.0,0.0,590.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Senior Consultant,3,387.0,CHF,10.0,30.0,45.0,15.0,100.0,38700.0,665730.0,0.0,0.0,590.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Senior Consultant,3,1474.0,CHF,10.0,30.0,45.0,15.0,100.0,147400.0,665730.0,0.0,0.0,590.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Senior Consultant,3,387.0,CHF,57.0,145.0,170.0,49.0,421.0,162927.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,387.0,CHF,7.0,12.0,38.0,22.0,79.0,30573.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Director,5,1700.0,CHF,15.0,44.0,66.0,22.0,147.0,249900.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,1500.0,CHF,15.0,44.0,66.0,22.0,147.0,220500.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,387.0,CHF,15.0,44.0,57.0,22.0,138.0,53406.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,387.0,CHF,4.0,25.0,67.0,22.0,118.0,45666.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,387.0,CHF,27.0,82.0,123.0,19.0,251.0,97137.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,1500.0,CHF,9.0,44.0,66.0,19.0,138.0,207000.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,387.0,CHF,27.0,38.0,29.0,19.0,113.0,43731.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,387.0,CHF,13.0,19.0,47.0,32.0,111.0,42957.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,1500.0,CHF,11.0,31.0,28.0,10.0,80.0,120000.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,1500.0,CHF,11.0,31.0,28.0,10.0,80.0,120000.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,387.0,CHF,6.0,19.0,29.0,9.0,63.0,24381.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,wipro,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,387.0,CHF,6.0,19.0,29.0,9.0,63.0,24381.0,1442559.0,0.0,0.0,1949.0
ABB Management Holding Ltd,Tata Consultancy Services,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Director,5,1192.0,CHF,10.0,20.0,60.0,15.0,105.0,125160.0,383145.0,0.0,0.0,840.0
ABB Management Holding Ltd,Tata Consultancy Services,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Senior Consultant,3,351.0,CHF,20.0,40.0,120.0,30.0,210.0,73710.0,383145.0,0.0,0.0,840.0
ABB Management Holding Ltd,Tata Consultancy Services,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Senior Consultant,3,351.0,CHF,30.0,60.0,180.0,45.0,315.0,110565.0,383145.0,0.0,0.0,840.0
ABB Management Holding Ltd,Tata Consultancy Services,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Consultant,2,351.0,CHF,10.0,20.0,60.0,15.0,105.0,36855.0,383145.0,0.0,0.0,840.0
ABB Management Holding Ltd,Tata Consultancy Services,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Senior Consultant,3,351.0,CHF,10.0,20.0,60.0,15.0,105.0,36855.0,383145.0,0.0,0.0,840.0
ABB Management Holding Ltd,Tata Consultancy Services,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Director,5,1192.0,CHF,20.0,38.0,90.0,20.0,168.0,200256.0,1062104.0,0.0,0.0,1066.0
ABB Management Holding Ltd,Tata Consultancy Services,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,1192.0,CHF,40.0,76.0,120.0,40.0,276.0,328992.0,1062104.0,0.0,0.0,1066.0
ABB Management Holding Ltd,Tata Consultancy Services,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,1192.0,CHF,20.0,76.0,90.0,20.0,206.0,245552.0,1062104.0,0.0,0.0,1066.0
ABB Management Holding Ltd,Tata Consultancy Services,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,351.0,CHF,20.0,38.0,90.0,20.0,168.0,58968.0,1062104.0,0.0,0.0,1066.0
ABB Management Holding Ltd,Tata Consultancy Services,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Senior Consultant,3,1192.0,CHF,20.0,38.0,90.0,20.0,168.0,200256.0,1062104.0,0.0,0.0,1066.0
ABB Management Holding Ltd,Tata Consultancy Services,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Senior Consultant,3,351.0,CHF,20.0,20.0,20.0,20.0,80.0,28080.0,1062104.0,0.0,0.0,1066.0
ABB Management Holding Ltd,aPlus consulting gmbh,0,submitted,2019-07-04,923,PG IS BuildUp / Change Management Framework and Implementation,Change Management & Transformation,Global,completed,Director,5,1700.0,CHF,20.0,45.0,25.0,,90.0,153000.0,153000.0,0.0,0.0,90.0
ABB Management Holding Ltd,aPlus consulting gmbh,0,submitted,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Director,5,1800.0,CHF,20.0,60.0,30.0,20.0,130.0,234000.0,887000.0,0.0,0.0,500.0
ABB Management Holding Ltd,aPlus consulting gmbh,0,submitted,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Director,5,1950.0,CHF,20.0,40.0,50.0,20.0,130.0,253500.0,887000.0,0.0,0.0,500.0
ABB Management Holding Ltd,aPlus consulting gmbh,0,submitted,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Director,5,1800.0,CHF,10.0,55.0,35.0,10.0,110.0,198000.0,887000.0,0.0,0.0,500.0
ABB Management Holding Ltd,aPlus consulting gmbh,0,submitted,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,1550.0,CHF,20.0,60.0,30.0,20.0,130.0,201500.0,887000.0,0.0,0.0,500.0
ABB Management Holding Ltd,accenture,1,lost,2019-07-04,923,PG IS BuildUp / Change Management Framework and Implementation,Change Management & Transformation,Global,completed,Director,5,4091.0,CHF,4.0,3.0,3.0,,10.0,40910.0,454740.0,10.0,45474.0,170.0
ABB Management Holding Ltd,accenture,1,lost,2019-07-04,923,PG IS BuildUp / Change Management Framework and Implementation,Change Management & Transformation,Global,completed,Analyst,1,1801.0,CHF,30.0,30.0,20.0,,80.0,144080.0,454740.0,10.0,45474.0,170.0
ABB Management Holding Ltd,accenture,1,lost,2019-07-04,923,PG IS BuildUp / Change Management Framework and Implementation,Change Management & Transformation,Global,completed,Manager,4,3045.0,CHF,20.0,20.0,15.0,,55.0,167475.0,454740.0,10.0,45474.0,170.0
ABB Management Holding Ltd,accenture,1,lost,2019-07-04,923,PG IS BuildUp / Change Management Framework and Implementation,Change Management & Transformation,Global,completed,Director,5,4091.0,CHF,9.0,8.0,8.0,,25.0,102275.0,454740.0,10.0,45474.0,170.0
ABB Management Holding Ltd,accenture,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Partner,6,6381.0,CHF,10.0,10.0,10.0,10.0,40.0,255240.0,1577990.0,0.0,0.0,430.0
ABB Management Holding Ltd,accenture,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Senior Consultant,3,3519.0,CHF,40.0,30.0,30.0,30.0,130.0,457470.0,1577990.0,0.0,0.0,430.0
ABB Management Holding Ltd,accenture,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Manager,4,4310.0,CHF,40.0,30.0,30.0,30.0,130.0,560300.0,1577990.0,0.0,0.0,430.0
ABB Management Holding Ltd,accenture,1,lost,2019-07-08,927,PG IS BuildUp / Detailed Service Model & Procedures,Organization Design & Development,Global,completed,Analyst,1,2346.0,CHF,40.0,30.0,30.0,30.0,130.0,304980.0,1577990.0,0.0,0.0,430.0
ABB Management Holding Ltd,accenture,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Director,5,5290.0,CHF,9.0,9.0,9.0,8.0,35.0,185150.0,764480.0,0.0,0.0,155.0
ABB Management Holding Ltd,accenture,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Partner,6,6381.0,CHF,8.0,8.0,7.0,7.0,30.0,191430.0,764480.0,0.0,0.0,155.0
ABB Management Holding Ltd,accenture,1,lost,2019-07-04,925,PG IS BuildUp / License and Contract Mgmt Framework,IT Strategy,Global,completed,Manager,4,4310.0,CHF,23.0,22.0,23.0,22.0,90.0,387900.0,764480.0,0.0,0.0,155.0
ABB Management Holding Ltd,accenture,1,submitted,2019-07-05,926,PG IS BuildUp / TSA Exit Strategy and Monitoring Framework,Operations Management,Global,cancelled,Partner,6,6381.0,CHF,14.0,13.0,13.0,,40.0,255240.0,1940470.0,0.0,0.0,455.0
ABB Management Holding Ltd,accenture,1,submitted,2019-07-05,926,PG IS BuildUp / TSA Exit Strategy and Monitoring Framework,Operations Management,Global,cancelled,Analyst,1,2346.0,CHF,45.0,45.0,40.0,,130.0,304980.0,1940470.0,0.0,0.0,455.0
ABB Management Holding Ltd,accenture,1,submitted,2019-07-05,926,PG IS BuildUp / TSA Exit Strategy and Monitoring Framework,Operations Management,Global,cancelled,Director,5,5290.0,CHF,45.0,45.0,40.0,,130.0,687700.0,1940470.0,0.0,0.0,455.0
ABB Management Holding Ltd,accenture,1,submitted,2019-07-05,926,PG IS BuildUp / TSA Exit Strategy and Monitoring Framework,Operations Management,Global,cancelled,Manager,4,4310.0,CHF,45.0,45.0,40.0,,130.0,560300.0,1940470.0,0.0,0.0,455.0
ABB Management Holding Ltd,accenture,1,submitted,2019-07-05,926,PG IS BuildUp / TSA Exit Strategy and Monitoring Framework,Operations Management,Global,cancelled,Director,5,5290.0,CHF,9.0,8.0,8.0,,25.0,132250.0,1940470.0,0.0,0.0,455.0
ABB Management Holding Ltd,Swisslinx AG,1,submitted,2019-07-05,926,PG IS BuildUp / TSA Exit Strategy and Monitoring Framework,Operations Management,Global,cancelled,Partner,6,2550.0,CHF,12.0,8.0,12.0,,32.0,81600.0,2336400.0,0.0,0.0,1475.0
